B,0,0,-3
B,0,1,-7
B,0,2,-6
B,0,3,5
B,0,4,2
B,0,5,-9
B,0,6,-5
B,0,7,6
B,0,8,-6
B,0,9,-7
B,0,10,-4
B,0,11,9
B,0,12,-8
B,0,13,0
B,0,14,5
B,0,15,0
B,0,16,0
B,0,17,-2
B,0,18,-6
B,0,19,-2
B,0,20,3
B,0,21,-2
B,0,22,-5
B,0,23,-8
B,0,24,-1
B,0,25,2
B,0,26,-3
B,0,27,-5
B,0,28,-9
B,0,29,4
B,0,30,8
B,0,31,1
B,0,32,-5
B,0,33,8
B,0,34,-1
B,0,35,9
B,0,36,-9
B,0,37,-4
B,0,38,-4
B,0,39,-3
B,1,0,6
B,1,1,-6
B,1,2,-4
B,1,3,4
B,1,4,7
B,1,5,0
B,1,6,7
B,1,7,1
B,1,8,2
B,1,9,-7
B,1,10,9
B,1,11,-8
B,1,12,2
B,1,13,-3
B,1,14,6
B,1,15,-1
B,1,16,8
B,1,17,2
B,1,18,-4
B,1,19,-9
B,1,20,-4
B,1,21,-8
B,1,22,3
B,1,23,-3
B,1,24,7
B,1,25,5
B,1,26,0
B,1,27,8
B,1,28,-5
B,1,29,2
B,1,30,-4
B,1,31,-9
B,1,32,-5
B,1,33,7
B,1,34,8
B,1,35,-9
B,1,36,3
B,1,37,-7
B,1,38,6
B,1,39,-5
B,2,0,-4
B,2,1,-3
B,2,2,-4
B,2,3,3
B,2,4,2
B,2,5,-3
B,2,6,-2
B,2,7,-2
B,2,8,-1
B,2,9,6
B,2,10,-2
B,2,11,-8
B,2,12,0
B,2,13,-4
B,2,14,2
B,2,15,1
B,2,16,7
B,2,17,4
B,2,18,-3
B,2,19,9
B,2,20,-5
B,2,21,9
B,2,22,-6
B,2,23,6
B,2,24,8
B,2,25,-9
B,2,26,4
B,2,27,0
B,2,28,-1
B,2,29,4
B,2,30,0
B,2,31,-4
B,2,32,3
B,2,33,0
B,2,34,3
B,2,35,2
B,2,36,-9
B,2,37,-8
B,2,38,-7
B,2,39,-4
B,3,0,8
B,3,1,6
B,3,2,-6
B,3,3,-7
B,3,4,-3
B,3,5,1
B,3,6,6
B,3,7,6
B,3,8,9
B,3,9,-2
B,3,10,-2
B,3,11,7
B,3,12,9
B,3,13,5
B,3,14,-4
B,3,15,3
B,3,16,-1
B,3,17,-3
B,3,18,-8
B,3,19,-1
B,3,20,2
B,3,21,1
B,3,22,8
B,3,23,-2
B,3,24,9
B,3,25,5
B,3,26,4
B,3,27,3
B,3,28,-3
B,3,29,8
B,3,30,-6
B,3,31,-8
B,3,32,-8
B,3,33,-3
B,3,34,9
B,3,35,-6
B,3,36,-9
B,3,37,-9
B,3,38,-9
B,3,39,5
B,4,0,3
B,4,1,2
B,4,2,9
B,4,3,2
B,4,4,5
B,4,5,2
B,4,6,-2
B,4,7,-6
B,4,8,2
B,4,9,4
B,4,10,-9
B,4,11,-1
B,4,12,5
B,4,13,-4
B,4,14,8
B,4,15,-9
B,4,16,4
B,4,17,-7
B,4,18,8
B,4,19,4
B,4,20,-2
B,4,21,3
B,4,22,4
B,4,23,9
B,4,24,-5
B,4,25,-4
B,4,26,3
B,4,27,-6
B,4,28,7
B,4,29,4
B,4,30,4
B,4,31,1
B,4,32,-1
B,4,33,-6
B,4,34,-4
B,4,35,2
B,4,36,7
B,4,37,-8
B,4,38,2
B,4,39,4
B,5,0,8
B,5,1,-9
B,5,2,8
B,5,3,3
B,5,4,6
B,5,5,8
B,5,6,-2
B,5,7,-4
B,5,8,-3
B,5,9,4
B,5,10,0
B,5,11,8
B,5,12,6
B,5,13,3
B,5,14,-3
B,5,15,-3
B,5,16,9
B,5,17,3
B,5,18,-7
B,5,19,1
B,5,20,0
B,5,21,-8
B,5,22,-5
B,5,23,6
B,5,24,-5
B,5,25,4
B,5,26,-2
B,5,27,-9
B,5,28,5
B,5,29,-9
B,5,30,-5
B,5,31,-5
B,5,32,-9
B,5,33,-1
B,5,34,1
B,5,35,4
B,5,36,-9
B,5,37,-8
B,5,38,8
B,5,39,4
B,6,0,0
B,6,1,-4
B,6,2,-7
B,6,3,9
B,6,4,8
B,6,5,-3
B,6,6,0
B,6,7,-1
B,6,8,-9
B,6,9,-1
B,6,10,-6
B,6,11,4
B,6,12,5
B,6,13,-2
B,6,14,3
B,6,15,-2
B,6,16,9
B,6,17,9
B,6,18,2
B,6,19,-5
B,6,20,2
B,6,21,-4
B,6,22,-8
B,6,23,-8
B,6,24,5
B,6,25,7
B,6,26,7
B,6,27,-8
B,6,28,-7
B,6,29,2
B,6,30,7
B,6,31,2
B,6,32,-2
B,6,33,-6
B,6,34,7
B,6,35,4
B,6,36,6
B,6,37,3
B,6,38,-6
B,6,39,-4
B,7,0,9
B,7,1,-8
B,7,2,-5
B,7,3,-6
B,7,4,1
B,7,5,-7
B,7,6,-6
B,7,7,8
B,7,8,-6
B,7,9,-1
B,7,10,0
B,7,11,6
B,7,12,-7
B,7,13,9
B,7,14,-9
B,7,15,8
B,7,16,-3
B,7,17,-6
B,7,18,-2
B,7,19,-4
B,7,20,9
B,7,21,1
B,7,22,-6
B,7,23,6
B,7,24,5
B,7,25,-9
B,7,26,6
B,7,27,-4
B,7,28,3
B,7,29,-1
B,7,30,-7
B,7,31,-7
B,7,32,-2
B,7,33,-4
B,7,34,5
B,7,35,-4
B,7,36,-2
B,7,37,-6
B,7,38,-7
B,7,39,1
B,8,0,-5
B,8,1,-4
B,8,2,-6
B,8,3,4
B,8,4,4
B,8,5,2
B,8,6,-6
B,8,7,8
B,8,8,1
B,8,9,1
B,8,10,5
B,8,11,-2
B,8,12,7
B,8,13,3
B,8,14,1
B,8,15,-7
B,8,16,3
B,8,17,1
B,8,18,2
B,8,19,6
B,8,20,-3
B,8,21,-5
B,8,22,6
B,8,23,-9
B,8,24,6
B,8,25,-4
B,8,26,-4
B,8,27,-2
B,8,28,6
B,8,29,6
B,8,30,9
B,8,31,-4
B,8,32,6
B,8,33,6
B,8,34,8
B,8,35,-3
B,8,36,4
B,8,37,-7
B,8,38,5
B,8,39,3
B,9,0,5
B,9,1,-8
B,9,2,-4
B,9,3,-7
B,9,4,2
B,9,5,6
B,9,6,-2
B,9,7,-3
B,9,8,-2
B,9,9,-1
B,9,10,-9
B,9,11,-7
B,9,12,4
B,9,13,0
B,9,14,-1
B,9,15,9
B,9,16,-2
B,9,17,6
B,9,18,0
B,9,19,-2
B,9,20,2
B,9,21,-2
B,9,22,4
B,9,23,-9
B,9,24,6
B,9,25,-2
B,9,26,7
B,9,27,-1
B,9,28,-2
B,9,29,-9
B,9,30,-9
B,9,31,-2
B,9,32,-2
B,9,33,2
B,9,34,7
B,9,35,6
B,9,36,0
B,9,37,8
B,9,38,3
B,9,39,5
B,10,0,2
B,10,1,8
B,10,2,9
B,10,3,2
B,10,4,4
B,10,5,6
B,10,6,9
B,10,7,-4
B,10,8,6
B,10,9,-9
B,10,10,2
B,10,11,4
B,10,12,-2
B,10,13,4
B,10,14,3
B,10,15,0
B,10,16,2
B,10,17,1
B,10,18,3
B,10,19,-7
B,10,20,7
B,10,21,-5
B,10,22,-2
B,10,23,8
B,10,24,2
B,10,25,-6
B,10,26,4
B,10,27,-1
B,10,28,4
B,10,29,1
B,10,30,3
B,10,31,7
B,10,32,8
B,10,33,0
B,10,34,9
B,10,35,9
B,10,36,9
B,10,37,-8
B,10,38,-1
B,10,39,4
B,11,0,2
B,11,1,-3
B,11,2,7
B,11,3,-4
B,11,4,-8
B,11,5,0
B,11,6,-6
B,11,7,4
B,11,8,9
B,11,9,7
B,11,10,8
B,11,11,-9
B,11,12,-8
B,11,13,-3
B,11,14,7
B,11,15,8
B,11,16,-1
B,11,17,2
B,11,18,-8
B,11,19,9
B,11,20,4
B,11,21,-9
B,11,22,-7
B,11,23,-9
B,11,24,-9
B,11,25,1
B,11,26,8
B,11,27,8
B,11,28,7
B,11,29,2
B,11,30,1
B,11,31,-9
B,11,32,2
B,11,33,-6
B,11,34,-6
B,11,35,2
B,11,36,0
B,11,37,7
B,11,38,-9
B,11,39,-5
B,12,0,-3
B,12,1,-2
B,12,2,3
B,12,3,-8
B,12,4,-6
B,12,5,0
B,12,6,-6
B,12,7,-6
B,12,8,2
B,12,9,-5
B,12,10,6
B,12,11,-4
B,12,12,1
B,12,13,-1
B,12,14,-9
B,12,15,7
B,12,16,9
B,12,17,6
B,12,18,2
B,12,19,-8
B,12,20,-7
B,12,21,-8
B,12,22,-3
B,12,23,1
B,12,24,-8
B,12,25,-5
B,12,26,1
B,12,27,-8
B,12,28,-2
B,12,29,-3
B,12,30,7
B,12,31,-5
B,12,32,-7
B,12,33,-8
B,12,34,-2
B,12,35,6
B,12,36,0
B,12,37,-4
B,12,38,-2
B,12,39,0
B,13,0,-4
B,13,1,8
B,13,2,2
B,13,3,9
B,13,4,-7
B,13,5,-6
B,13,6,-9
B,13,7,9
B,13,8,7
B,13,9,6
B,13,10,9
B,13,11,-1
B,13,12,4
B,13,13,-9
B,13,14,6
B,13,15,9
B,13,16,-8
B,13,17,4
