B,0,0,0
B,0,1,3
B,0,2,2
B,0,3,-1
B,0,4,-7
B,0,5,6
B,0,6,-9
B,0,7,-2
B,0,8,-4
B,0,9,-5
B,1,0,4
B,1,1,8
B,1,2,-4
B,1,3,-8
B,1,4,-8
B,1,5,0
B,1,6,-8
B,1,7,9
B,1,8,3
B,1,9,-1
B,2,0,3
B,2,1,6
B,2,2,-5
B,2,3,-8
B,2,4,8
B,2,5,-5
B,2,6,4
B,2,7,9
B,2,8,8
B,2,9,-5
B,3,0,5
B,3,1,-4
B,3,2,3
B,3,3,-7
B,3,4,-9
B,3,5,-6
B,3,6,-9
B,3,7,6
B,3,8,7
B,3,9,-9
B,4,0,4
B,4,1,-5
B,4,2,-1
B,4,3,-2
B,4,4,1
B,4,5,2
B,4,6,2
B,4,7,-2
B,4,8,-9
B,4,9,-4
B,5,0,-7
B,5,1,-7
B,5,2,1
B,5,3,8
B,5,4,-2
B,5,5,-1
B,5,6,-9
B,5,7,8
B,5,8,-2
B,5,9,4
B,6,0,-1
B,6,1,0
B,6,2,7
B,6,3,-1
B,6,4,-2
B,6,5,3
B,6,6,0
B,6,7,8
B,6,8,-7
B,6,9,8
B,7,0,8
B,7,1,7
B,7,2,0
B,7,3,7
B,7,4,3
B,7,5,-5
B,7,6,-5
B,7,7,5
B,7,8,6
B,7,9,6
B,8,0,-4
B,8,1,-5
B,8,2,-1
B,8,3,-2
B,8,4,-2
B,8,5,-2
B,8,6,-9
B,8,7,4
B,8,8,-3
B,8,9,6
B,9,0,6
B,9,1,-4
B,9,2,3
B,9,3,3
B,9,4,2
B,9,5,-8
B,9,6,7
B,9,7,-5
B,9,8,5
B,9,9,-1
B,10,0,4
B,10,1,6
B,10,2,-3
B,10,3,-2
B,10,4,-1
B,10,5,-5
B,10,6,-8
B,10,7,8
B,10,8,-1
B,10,9,-9
B,11,0,7
B,11,1,-1
B,11,2,1
B,11,3,-9
B,11,4,9
B,11,5,-9
B,11,6,-6
B,11,7,-7
B,11,8,-4
B,11,9,0
B,12,0,0
B,12,1,-7
B,12,2,6
B,12,3,4
B,12,4,-9
B,12,5,3
B,12,6,-9
B,12,7,-6
B,12,8,-3
B,12,9,7
B,13,0,0
B,13,1,-4
B,13,2,-8
B,13,3,3
B,13,4,5
B,13,5,5
B,13,6,6
B,13,7,5
B,13,8,0
B,13,9,8
B,14,0,-6
B,14,1,-5
B,14,2,-6
B,14,3,-6
B,14,4,0
B,14,5,-4
B,14,6,7
B,14,7,-3
B,14,8,-6
B,14,9,1
B,15,0,-5
B,15,1,-7
B,15,2,-9
B,15,3,-7
B,15,4,1
B,15,5,5
B,15,6,-5
B,15,7,-5
B,15,8,-7
B,15,9,3
B,16,0,-4
B,16,1,-5
B,16,2,2
B,16,3,-5
B,16,4,1
B,16,5,3
B,16,6,2
B,16,7,-2
B,16,8,6
B,16,9,-5
B,17,0,-2
B,17,1,-2
B,17,2,-7
B,17,3,4
B,17,4,-2
B,17,5,-1
B,17,6,2
B,17,7,-3
B,17,8,-3
B,17,9,8
B,18,0,-8
B,18,1,5
B,18,2,4
B,18,3,-7
B,18,4,-2
B,18,5,-6
B,18,6,7
B,18,7,-6
B,18,8,8
B,18,9,5
B,19,0,3
B,19,1,0
B,19,2,9
B,19,3,7
B,19,4,2
B,19,5,-9
B,19,6,-3
B,19,7,-8
B,19,8,5
B,19,9,3
B,20,0,-6
B,20,1,-5
B,20,2,5
B,20,3,4
B,20,4,-6
B,20,5,5
B,20,6,1
B,20,7,9
B,20,8,-1
B,20,9,6
B,21,0,4
B,21,1,-5
B,21,2,-6
B,21,3,6
B,21,4,7
B,21,5,-9
B,21,6,-9
B,21,7,-2
B,21,8,-3
B,21,9,0
B,22,0,4
B,22,1,-8
B,22,2,-4
B,22,3,2
B,22,4,2
B,22,5,2
B,22,6,-5
B,22,7,9
B,22,8,-8
B,22,9,0
B,23,0,5
B,23,1,9
B,23,2,-6
B,23,3,5
B,23,4,-3
B,23,5,1
B,23,6,2
B,23,7,1
B,23,8,-1
B,23,9,-6
B,24,0,4
B,24,1,4
B,24,2,-5
B,24,3,-9
B,24,4,-4
B,24,5,6
B,24,6,5
B,24,7,4
B,24,8,-7
B,24,9,0
B,25,0,5
B,25,1,-5
B,25,2,6
B,25,3,4
B,25,4,6
B,25,5,-1
B,25,6,-7
B,25,7,-9
B,25,8,7
B,25,9,5
B,26,0,-4
B,26,1,5
